task_id,created_at,assigned_at,start_move_at,arrived_at,start_service_at,end_service_at,from_node,to_node,distance_m,robot_id,status
5887,2025-06-14 10:07:35,2025-06-14 10:08:07.171232,2025-06-14 10:08:14.034942,2025-06-14 10:09:59.571235,2025-06-14 10:10:06.547726,2025-06-14 10:10:37.922012,N05,N04,102.9,R4,done
5888,2025-06-14 08:28:18,2025-06-14 08:29:22.146928,2025-06-14 08:29:38.790268,2025-06-14 08:30:21.045067,2025-06-14 08:30:27.790537,2025-06-14 08:31:23.182558,N16,N15,28.6,R5,done
5889,2025-06-14 20:39:59,2025-06-14 20:40:29.499641,2025-06-14 20:40:37.941427,2025-06-14 20:41:49.437662,2025-06-14 20:41:55.335355,2025-06-14 20:42:55.137268,N20,N11,61.7,R6,done
5890,2025-06-14 08:15:23,2025-06-14 08:17:08.100195,2025-06-14 08:17:12.977949,2025-06-14 08:18:12.893414,2025-06-14 08:18:16.528311,2025-06-14 08:19:06.600625,N13,N19,45.6,R5,done
5891,2025-06-14 05:22:09,2025-06-14 05:22:47.718477,2025-06-14 05:22:58.567248,2025-06-14 05:24:17.775409,2025-06-14 05:24:23.379296,2025-06-14 05:25:08.629302,N02,N03,74.8,R5,done
5892,2025-06-14 16:57:16,2025-06-14 16:58:12.407369,2025-06-14 16:58:23.256876,2025-06-14 16:59:52.865443,2025-06-14 16:59:57.513090,2025-06-14 17:00:55.908129,N14,N19,87.8,R1,done
5893,2025-06-14 19:07:36,2025-06-14 19:08:00.346296,2025-06-14 19:08:10.627495,2025-06-14 19:10:07.903497,2025-06-14 19:10:13.145306,2025-06-14 19:11:36.154929,N03,N19,115.2,R4,cancelled
5894,2025-06-14 14:13:23,2025-06-14 14:16:22.843724,2025-06-14 14:16:34.263512,2025-06-14 14:18:02.155206,2025-06-14 14:18:05.145247,2025-06-14 14:19:19.429932,N08,N02,85.1,R2,done
5895,2025-06-14 08:35:30,2025-06-14 08:37:39.263191,2025-06-14 08:37:58.969044,2025-06-14 08:38:47.236451,2025-06-14 08:38:53.436684,2025-06-14 08:40:08.476447,N18,N07,41.1,R1,done
5896,2025-06-14 10:08:32,2025-06-14 10:09:28.632440,2025-06-14 10:09:34.454168,2025-06-14 10:11:30.139201,2025-06-14 10:11:35.431013,2025-06-14 10:12:59.973054,N16,N12,104.6,R2,done
5897,2025-06-14 20:11:27,2025-06-14 20:12:35.161918,2025-06-14 20:12:43.339355,2025-06-14 20:14:09.707366,2025-06-14 20:14:17.177635,2025-06-14 20:14:55.493676,N06,N02,85.1,R2,done
5898,2025-06-14 09:35:31,2025-06-14 09:38:44.234354,2025-06-14 09:39:03.685727,2025-06-14 09:40:55.974530,2025-06-14 09:40:59.281315,2025-06-14 09:42:13.028310,N09,N16,103.7,R5,done
5899,2025-06-14 07:10:25,2025-06-14 07:10:54.373846,2025-06-14 07:11:01.386975,2025-06-14 07:12:42.943636,2025-06-14 07:12:48.594346,2025-06-14 07:13:33.418679,N19,N20,95.2,R2,done
5900,2025-06-14 10:28:14,2025-06-14 10:30:27.225793,2025-06-14 10:30:41.267112,2025-06-14 10:32:02.609721,2025-06-14 10:32:08.112238,2025-06-14 10:33:22.241414,N19,N06,78.2,R2,done
5901,2025-06-14 08:28:41,2025-06-14 08:30:06.231764,2025-06-14 08:30:14.733198,2025-06-14 08:31:32.721116,2025-06-14 08:31:35.020977,2025-06-14 08:32:56.863606,N15,N17,68.6,R4,done
5902,2025-06-14 22:50:15,2025-06-14 22:51:19.536103,2025-06-14 22:51:31.103217,2025-06-14 22:52:33.789127,2025-06-14 22:52:40.441992,2025-06-14 22:53:31.805168,N19,N09,49.5,R6,done
5903,2025-06-14 20:23:53,2025-06-14 20:25:52.586001,2025-06-14 20:26:13.248977,2025-06-14 20:27:45.791053,2025-06-14 20:27:53.656751,2025-06-14 20:28:55.925917,N02,N11,90.0,R3,cancelled
5904,2025-06-14 16:31:46,2025-06-14 16:33:13.531412,2025-06-14 16:33:23.364357,2025-06-14 16:35:20.766193,2025-06-14 16:35:28.674933,2025-06-14 16:36:45.436240,N16,N19,112.3,R1,done
5905,2025-06-14 08:58:08,2025-06-14 08:58:53.590867,2025-06-14 08:59:12.267298,2025-06-14 09:00:16.702319,2025-06-14 09:00:22.654195,2025-06-14 09:01:06.848554,N10,N07,55.4,R3,done
5906,2025-06-14 08:15:32,2025-06-14 08:16:10.484596,2025-06-14 08:16:21.893724,2025-06-14 08:17:41.285890,2025-06-14 08:17:48.894530,2025-06-14 08:18:48.431091,N03,N20,68.4,R6,done
5907,2025-06-14 10:54:37,2025-06-14 10:55:55.691369,2025-06-14 10:56:08.212265,2025-06-14 10:57:22.751558,2025-06-14 10:57:28.355833,2025-06-14 10:57:58.654752,N05,N15,69.3,R2,done
5908,2025-06-14 09:02:46,2025-06-14 09:04:26.522062,2025-06-14 09:04:38.842933,2025-06-14 09:05:29.535257,2025-06-14 09:05:36.649085,2025-06-14 09:06:21.365111,N07,N13,46.9,R5,done
5909,2025-06-14 10:41:22,2025-06-14 10:42:51.401220,2025-06-14 10:43:02.750650,2025-06-14 10:44:57.687988,2025-06-14 10:45:04.645103,2025-06-14 10:46:29.442545,N14,N06,107.7,R5,done
5910,2025-06-14 08:06:26,2025-06-14 08:06:42.935582,2025-06-14 08:06:59.831676,2025-06-14 08:07:09.348799,2025-06-14 08:07:15.011886,2025-06-14 08:08:04.569558,N18,N13,5.0,R4,failed
5911,2025-06-14 19:34:20,2025-06-14 19:35:26.939958,2025-06-14 19:35:30.987834,2025-06-14 19:36:54.566993,2025-06-14 19:37:00.311883,2025-06-14 19:37:47.026931,N11,N01,76.1,R4,done
5912,2025-06-14 09:49:59,2025-06-14 09:51:18.703882,2025-06-14 09:51:34.251325,2025-06-14 09:52:54.473963,2025-06-14 09:53:01.351051,2025-06-14 09:54:10.993731,N19,N09,70.9,R3,done
5913,2025-06-14 02:45:04,2025-06-14 02:46:53.990952,2025-06-14 02:47:01.842381,2025-06-14 02:48:46.990310,2025-06-14 02:48:54.092053,2025-06-14 02:50:17.106487,N01,N10,97.2,R2,done
5914,2025-06-14 18:37:30,2025-06-14 18:39:12.918178,2025-06-14 18:39:17.910825,2025-06-14 18:40:38.764931,2025-06-14 18:40:41.102848,2025-06-14 18:41:12.514446,N09,N07,76.1,R3,done
5915,2025-06-14 14:07:58,2025-06-14 14:08:30.295569,2025-06-14 14:08:40.755767,2025-06-14 14:10:10.843029,2025-06-14 14:10:17.276377,2025-06-14 14:11:23.629156,N01,N04,81.1,R5,done
5916,2025-06-14 13:56:40,2025-06-14 13:57:02.717021,2025-06-14 13:57:13.751254,2025-06-14 13:58:18.291397,2025-06-14 13:58:22.383843,2025-06-14 13:59:16.119145,N20,N14,61.5,R5,done
5917,2025-06-14 15:07:13,2025-06-14 15:09:39.173032,2025-06-14 15:09:45.285452,2025-06-14 15:11:03.882885,2025-06-14 15:11:09.127805,2025-06-14 15:11:55.983859,N05,N19,74.3,R2,done
5918,2025-06-14 22:20:13,2025-06-14 22:21:04.585537,2025-06-14 22:21:21.516994,2025-06-14 22:22:23.942746,2025-06-14 22:22:27.763234,2025-06-14 22:23:28.198434,N17,N10,61.6,R5,done
5919,2025-06-14 03:05:20,2025-06-14 03:06:19.218727,2025-06-14 03:06:29.134441,2025-06-14 03:07:46.173116,2025-06-14 03:07:50.741896,2025-06-14 03:08:45.759113,N16,N02,74.3,R2,done
5920,2025-06-14 10:03:41,2025-06-14 10:10:39.752596,2025-06-14 10:10:39.752596,2025-06-14 10:12:11.886952,2025-06-14 10:12:15.809262,2025-06-14 10:13:42.758895,N03,N14,90.5,R3,done
5921,2025-06-14 20:10:24,2025-06-14 20:11:21.933918,2025-06-14 20:11:31.784212,2025-06-14 20:12:47.999833,2025-06-14 20:12:53.852441,2025-06-14 20:13:33.527174,N06,N10,66.5,R3,done
5922,2025-06-14 09:10:00,2025-06-14 09:11:11.899799,2025-06-14 09:11:25.924927,2025-06-14 09:12:48.812217,2025-06-14 09:12:55.531945,2025-06-14 09:13:59.717544,N06,N04,72.9,R2,done
5923,2025-06-14 08:24:39,2025-06-14 08:26:16.269995,2025-06-14 08:26:32.119392,2025-06-14 08:28:32.467246,2025-06-14 08:28:37.161375,2025-06-14 08:29:26.205842,N06,N05,116.2,R6,done
5924,2025-06-14 09:31:53,2025-06-14 09:32:30.034782,2025-06-14 09:32:38.842921,2025-06-14 09:33:16.192223,2025-06-14 09:33:21.281665,2025-06-14 09:34:04.398860,N03,N15,34.3,R2,done
5925,2025-06-14 08:24:24,2025-06-14 08:24:55.672552,2025-06-14 08:25:15.034753,2025-06-14 08:27:13.789989,2025-06-14 08:27:21.381021,2025-06-14 08:28:36.249818,N02,N11,112.2,R3,done
5926,2025-06-14 02:42:03,2025-06-14 02:43:25.030349,2025-06-14 02:43:36.318151,2025-06-14 02:44:58.275945,2025-06-14 02:45:03.932413,2025-06-14 02:45:59.994816,N14,N02,77.3,R2,done
5927,2025-06-14 13:04:03,2025-06-14 13:05:45.419676,2025-06-14 13:06:07.012857,2025-06-14 13:07:16.431325,2025-06-14 13:07:19.224076,2025-06-14 13:08:12.826391,N15,N19,58.8,R3,done
5928,2025-06-14 07:08:04,2025-06-14 07:11:42.525684,2025-06-14 07:11:47.627628,2025-06-14 07:13:20.919732,2025-06-14 07:13:28.400433,2025-06-14 07:15:48.736627,N09,N03,90.0,R6,done
5929,2025-06-14 21:10:18,2025-06-14 21:11:42.208863,2025-06-14 21:11:42.208863,2025-06-14 21:12:20.152655,2025-06-14 21:12:27.394433,2025-06-14 21:13:08.062848,N04,N16,35.4,R3,done
5930,2025-06-14 10:02:57,2025-06-14 10:07:26.955444,2025-06-14 10:07:40.040210,2025-06-14 10:07:58.179351,2025-06-14 10:08:04.119031,2025-06-14 10:09:32.001464,N20,N11,16.8,R4,done
5931,2025-06-14 19:33:46,2025-06-14 19:34:37.522452,2025-06-14 19:34:42.434379,2025-06-14 19:35:50.509280,2025-06-14 19:35:54.016942,2025-06-14 19:36:42.096536,N11,N09,66.1,R1,done
5932,2025-06-14 16:27:25,2025-06-14 16:29:40.826762,2025-06-14 16:29:44.622818,2025-06-14 16:31:35.289893,2025-06-14 16:31:36.289893,2025-06-14 16:32:07.612209,N12,N01,104.5,R2,done
5933,2025-06-14 23:38:51,2025-06-14 23:41:08.580473,2025-06-14 23:41:15.334301,2025-06-14 23:43:01.621662,2025-06-14 23:43:04.990505,2025-06-14 23:44:25.587602,N03,N11,97.0,R4,done
5934,2025-06-14 20:35:07,2025-06-14 20:36:30.296018,2025-06-14 20:36:46.652093,2025-06-14 20:39:03.434235,2025-06-14 20:39:07.122990,2025-06-14 20:40:17.573477,N15,N04,130.2,R6,done
5935,2025-06-14 12:10:36,2025-06-14 12:11:13.003363,2025-06-14 12:11:22.887512,2025-06-14 12:13:06.245463,2025-06-14 12:13:12.490919,2025-06-14 12:14:02.098902,N02,N11,88.1,R2,done
5936,2025-06-14 09:11:10,2025-06-14 09:13:17.128075,2025-06-14 09:13:30.215627,2025-06-14 09:15:23.795060,2025-06-14 09:15:28.356813,2025-06-14 09:15:57.196652,N03,N19,97.3,R1,done
5937,2025-06-14 04:18:10,2025-06-14 04:19:15.953303,2025-06-14 04:19:18.447107,2025-06-14 04:21:00.139872,2025-06-14 04:21:06.947450,2025-06-14 04:21:48.418544,N19,N20,94.0,R5,done
5938,2025-06-14 04:07:18,2025-06-14 04:08:42.808536,2025-06-14 04:08:43.673635,2025-06-14 04:09:54.019278,2025-06-14 04:09:58.641727,2025-06-14 04:10:57.227040,N01,N03,64.8,R2,done
5939,2025-06-14 22:44:45,2025-06-14 22:46:40.313427,2025-06-14 22:46:46.843256,2025-06-14 22:48:01.044405,2025-06-14 22:48:04.719298,2025-06-14 22:49:15.146086,N13,N19,72.2,R5,done
5940,2025-06-14 05:54:10,2025-06-14 05:55:01.436037,2025-06-14 05:55:07.075586,2025-06-14 05:56:25.158299,2025-06-14 05:56:32.647495,2025-06-14 05:57:25.951299,N14,N11,67.8,R2,done
5941,2025-06-14 05:10:52,2025-06-14 05:11:23.454271,2025-06-14 05:11:28.881227,2025-06-14 05:13:16.626125,2025-06-14 05:13:22.232263,2025-06-14 05:14:38.600775,N01,N04,96.4,R4,done
5942,2025-06-14 01:03:39,2025-06-14 01:04:15.546857,2025-06-14 01:04:27.331847,2025-06-14 01:05:58.248276,2025-06-14 01:06:05.013423,2025-06-14 01:06:47.145183,N17,N10,89.9,R6,done
5943,2025-06-14 15:32:32,2025-06-14 15:33:47.373863,2025-06-14 15:34:04.419795,2025-06-14 15:35:44.474827,2025-06-14 15:35:47.361134,2025-06-14 15:36:27.631208,N17,N13,97.6,R4,done
5944,2025-06-14 09:04:44,2025-06-14 09:05:23.247021,2025-06-14 09:05:41.254915,2025-06-14 09:06:51.113764,2025-06-14 09:06:55.519292,2025-06-14 09:08:15.228461,N18,N05,67.9,R4,done
5945,2025-06-14 18:07:15,2025-06-14 18:08:04.906752,2025-06-14 18:08:13.095234,2025-06-14 18:09:23.107112,2025-06-14 18:09:27.346595,2025-06-14 18:10:34.398470,N13,N15,68.9,R6,done
5946,2025-06-14 15:06:58,2025-06-14 15:09:28.858873,2025-06-14 15:09:35.942156,2025-06-14 15:10:28.953585,2025-06-14 15:10:32.473507,2025-06-14 15:11:23.539042,N14,N10,52.7,R3,done
5947,2025-06-14 14:58:20,2025-06-14 14:58:29.282339,2025-06-14 14:58:36.351928,2025-06-14 15:00:07.370101,2025-06-14 15:00:12.081015,2025-06-14 15:01:04.910070,N07,N05,85.1,R6,done
5948,2025-06-14 15:57:06,2025-06-14 15:58:22.055583,2025-06-14 15:58:31.832719,2025-06-14 15:59:28.579411,2025-06-14 15:59:31.907537,2025-06-14 16:00:11.963735,N04,N07,51.9,R1,done
5949,2025-06-14 21:13:06,2025-06-14 21:13:29.542307,2025-06-14 21:13:45.682162,2025-06-14 21:15:54.035405,2025-06-14 21:15:55.035405,2025-06-14 21:18:03.842594,N12,N13,126.7,R5,done
5950,2025-06-14 21:15:18,2025-06-14 21:16:17.091208,2025-06-14 21:16:34.096361,2025-06-14 21:18:20.368070,2025-06-14 21:18:23.025376,2025-06-14 21:19:24.620896,N06,N18,101.9,R3,done
5951,2025-06-14 22:46:08,2025-06-14 22:46:32.282232,2025-06-14 22:46:39.921921,2025-06-14 22:47:52.493446,2025-06-14 22:47:56.687346,2025-06-14 22:49:16.925502,N05,N09,66.8,R4,done
5952,2025-06-14 10:53:05,2025-06-14 10:54:02.768856,2025-06-14 10:54:18.556827,2025-06-14 10:55:53.951165,2025-06-14 10:56:00.702048,2025-06-14 10:56:52.822761,N08,N06,89.4,R1,failed
5953,2025-06-14 09:59:53,2025-06-14 10:02:46.962076,2025-06-14 10:02:54.431207,2025-06-14 10:04:29.252671,2025-06-14 10:04:36.206694,2025-06-14 10:05:24.523603,N09,N06,87.0,R2,done
5954,2025-06-14 11:02:52,2025-06-14 11:03:21.785250,2025-06-14 11:03:29.827872,2025-06-14 11:04:52.068202,2025-06-14 11:04:58.275085,2025-06-14 11:06:14.218672,N15,N16,77.3,R4,done
5955,2025-06-14 17:39:58,2025-06-14 17:42:05.460935,2025-06-14 17:42:18.126675,2025-06-14 17:44:05.237475,2025-06-14 17:44:12.649053,2025-06-14 17:45:14.682162,N07,N19,91.2,R5,done
5956,2025-06-14 16:57:27,2025-06-14 16:58:43.700710,2025-06-14 16:58:59.162545,2025-06-14 17:00:09.623111,2025-06-14 17:00:10.623111,2025-06-14 17:00:45.505193,N13,N16,57.1,R3,done
5957,2025-06-14 13:56:57,2025-06-14 14:00:45.877064,2025-06-14 14:00:58.262121,2025-06-14 14:02:09.739625,2025-06-14 14:02:17.763699,2025-06-14 14:03:05.266098,N16,N20,69.9,R2,done
5958,2025-06-14 11:21:11,2025-06-14 11:23:13.703368,2025-06-14 11:23:15.902087,2025-06-14 11:23:54.183293,2025-06-14 11:23:59.087219,2025-06-14 11:24:59.828816,N10,N02,37.0,R1,done
5959,2025-06-14 08:02:56,2025-06-14 08:04:14.773593,2025-06-14 08:04:33.488112,2025-06-14 08:05:26.103208,2025-06-14 08:05:33.014953,2025-06-14 08:06:50.033202,N12,N03,50.3,R1,done
5960,2025-06-14 19:48:38,2025-06-14 19:50:11.668116,2025-06-14 19:50:24.081934,2025-06-14 19:50:37.216039,2025-06-14 19:50:38.930712,2025-06-14 19:52:24.244050,N16,N05,9.4,R3,done
5961,2025-06-14 18:08:22,2025-06-14 18:10:36.133909,2025-06-14 18:10:48.381536,2025-06-14 18:11:55.651158,2025-06-14 18:12:01.648115,2025-06-14 18:12:59.027576,N09,N06,64.3,R4,done
5962,2025-06-14 21:27:47,2025-06-14 21:28:33.925263,2025-06-14 21:28:50.251976,2025-06-14 21:30:04.437562,2025-06-14 21:30:06.917645,2025-06-14 21:31:20.121028,N18,N19,72.6,R6,done
5963,2025-06-14 07:54:27,2025-06-14 07:55:17.216802,2025-06-14 07:55:24.994467,2025-06-14 07:57:07.802577,2025-06-14 07:57:13.038128,2025-06-14 07:58:05.477435,N08,N19,98.7,R5,done
5964,2025-06-14 07:35:42,2025-06-14 07:38:47.283300,2025-06-14 07:38:47.500600,2025-06-14 07:40:42.228351,2025-06-14 07:40:46.854632,2025-06-14 07:41:53.833779,N04,N18,100.4,R2,done
5965,2025-06-14 13:12:58,2025-06-14 13:14:22.658428,2025-06-14 13:14:30.420427,2025-06-14 13:16:53.412229,2025-06-14 13:16:57.617580,2025-06-14 13:17:33.457926,N13,N07,139.3,R6,done
5966,2025-06-14 18:29:35,2025-06-14 18:32:57.443067,2025-06-14 18:33:10.734884,2025-06-14 18:34:47.610836,2025-06-14 18:34:54.732469,2025-06-14 18:36:25.542283,N14,N17,84.0,R1,done
5967,2025-06-14 23:58:02,2025-06-14 23:58:29.604938,2025-06-14 23:58:46.741549,2025-06-14 23:59:44.925850,2025-06-14 23:59:52.436165,2025-06-15 00:00:36.428470,N09,N06,57.2,R6,done
5968,2025-06-14 10:58:29,2025-06-14 10:59:37.495260,2025-06-14 10:59:49.434335,2025-06-14 11:01:29.966646,2025-06-14 11:01:37.685840,2025-06-14 11:02:51.377016,N08,N03,92.8,R5,done
5969,2025-06-14 10:15:04,2025-06-14 10:16:20.629628,2025-06-14 10:16:35.875209,2025-06-14 10:18:11.411644,2025-06-14 10:18:12.411644,2025-06-14 10:19:14.911003,N03,N14,94.2,R6,done
5970,2025-06-14 07:05:41,2025-06-14 07:06:05.031831,2025-06-14 07:06:17.901920,2025-06-14 07:08:50.559843,2025-06-14 07:08:58.950290,2025-06-14 07:09:56.899307,N07,N11,139.9,R2,done
5971,2025-06-14 12:03:22,2025-06-14 12:04:01.838077,2025-06-14 12:04:17.382089,2025-06-14 12:06:35.290616,2025-06-14 12:06:41.209235,2025-06-14 12:07:32.249138,N01,N16,126.5,R6,done
5972,2025-06-14 12:00:46,2025-06-14 12:03:11.309395,2025-06-14 12:03:17.975053,2025-06-14 12:05:48.683273,2025-06-14 12:05:52.731859,2025-06-14 12:06:21.751748,N18,N20,140.3,R3,done
5973,2025-06-14 15:39:39,2025-06-14 15:41:01.499244,2025-06-14 15:41:15.752220,2025-06-14 15:42:50.614144,2025-06-14 15:42:55.985202,2025-06-14 15:43:34.478229,N13,N07,91.2,R3,done
5974,2025-06-14 13:45:26,2025-06-14 13:47:34.760377,2025-06-14 13:47:41.703100,2025-06-14 13:48:44.976332,2025-06-14 13:48:48.021884,2025-06-14 13:50:21.206574,N05,N03,58.1,R2,done
5975,2025-06-14 00:20:58,2025-06-14 00:21:42.440963,2025-06-14 00:21:49.649838,2025-06-14 00:23:19.758599,2025-06-14 00:23:21.081962,2025-06-14 00:25:14.983589,N19,N12,83.5,R1,done
5976,2025-06-14 19:35:17,2025-06-14 19:35:52.134278,2025-06-14 19:36:03.084950,2025-06-14 19:36:52.363376,2025-06-14 19:36:59.366036,2025-06-14 19:38:01.401432,N12,N09,44.1,R6,done
5977,2025-06-14 21:37:21,2025-06-14 21:37:50.092132,2025-06-14 21:37:59.646412,2025-06-14 21:39:31.964872,2025-06-14 21:39:34.169019,2025-06-14 21:40:17.821026,N11,N04,81.4,R2,done
5978,2025-06-14 19:45:02,2025-06-14 19:45:33.852348,2025-06-14 19:45:42.198323,2025-06-14 19:47:10.179518,2025-06-14 19:47:14.112539,2025-06-14 19:48:25.513363,N11,N03,81.2,R3,done
5979,2025-06-14 14:13:42,2025-06-14 14:16:57.555106,2025-06-14 14:17:03.273074,2025-06-14 14:19:14.859395,2025-06-14 14:19:20.260791,2025-06-14 14:20:14.114115,N12,N04,130.0,R6,done
5980,2025-06-14 21:01:38,2025-06-14 21:02:15.380131,2025-06-14 21:02:19.433760,2025-06-14 21:03:12.694448,2025-06-14 21:03:17.499752,2025-06-14 21:04:05.649504,N14,N16,47.1,R3,done
5981,2025-06-14 16:55:51,2025-06-14 16:57:21.701032,2025-06-14 16:57:35.505606,2025-06-14 16:59:11.903873,2025-06-14 16:59:18.994025,2025-06-14 17:00:31.538027,N14,N08,95.2,R4,done
5982,2025-06-14 17:00:54,2025-06-14 17:01:38.719872,2025-06-14 17:01:44.785229,2025-06-14 17:02:59.582673,2025-06-14 17:03:03.652347,2025-06-14 17:04:21.341273,N11,N01,67.2,R3,done
5983,2025-06-14 08:56:58,2025-06-14 08:57:27.347636,2025-06-14 08:57:32.800066,2025-06-14 08:58:38.920424,2025-06-14 08:58:42.866107,2025-06-14 09:00:13.925372,N05,N20,64.7,R2,done
5984,2025-06-14 11:44:31,2025-06-14 11:47:07.577853,2025-06-14 11:47:26.304269,2025-06-14 11:48:08.706296,2025-06-14 11:48:13.909929,2025-06-14 11:49:02.534443,N17,N15,39.3,R1,failed
5985,2025-06-14 07:52:43,2025-06-14 07:53:44.196443,2025-06-14 07:53:53.571504,2025-06-14 07:54:26.970792,2025-06-14 07:54:28.695451,2025-06-14 07:55:11.992022,N06,N07,32.9,R6,done
5986,2025-06-14 04:33:05,2025-06-14 04:33:46.366389,2025-06-14 04:33:53.618623,2025-06-14 04:35:01.518239,2025-06-14 04:35:07.513198,2025-06-14 04:36:10.792126,N15,N03,55.3,R5,done
5987,2025-06-14 15:36:48,2025-06-14 15:37:24.345398,2025-06-14 15:37:36.557196,2025-06-14 15:39:44.730420,2025-06-14 15:39:51.227718,2025-06-14 15:41:15.957440,N08,N12,126.0,R3,done
5988,2025-06-14 17:54:47,2025-06-14 17:56:37.320852,2025-06-14 17:56:49.513405,2025-06-14 17:59:10.213957,2025-06-14 17:59:12.179338,2025-06-14 17:59:42.986240,N11,N05,139.3,R1,done
5989,2025-06-14 07:47:20,2025-06-14 07:47:47.989258,2025-06-14 07:48:00.593608,2025-06-14 07:49:02.658614,2025-06-14 07:49:06.471704,2025-06-14 07:50:05.121380,N19,N14,46.4,R2,done
5990,2025-06-14 13:52:13,2025-06-14 13:53:14.033244,2025-06-14 13:53:24.887199,2025-06-14 13:55:42.561685,2025-06-14 13:55:46.369819,2025-06-14 13:56:43.353112,N03,N20,115.7,R3,done
5991,2025-06-14 22:15:06,2025-06-14 22:16:34.697257,2025-06-14 22:16:46.971998,2025-06-14 22:18:00.334723,2025-06-14 22:18:06.463477,2025-06-14 22:18:46.849921,N01,N18,57.0,R5,done
5992,2025-06-14 23:03:52,2025-06-14 23:04:08.136806,2025-06-14 23:04:08.136806,2025-06-14 23:06:34.787890,2025-06-14 23:06:42.571331,2025-06-14 23:08:07.792963,N14,N11,144.4,R5,done
5993,2025-06-14 16:01:01,2025-06-14 16:02:49.827833,2025-06-14 16:02:57.369565,2025-06-14 16:03:26.390961,2025-06-14 16:03:31.427379,2025-06-14 16:04:35.387499,N08,N18,22.4,R1,done
5994,2025-06-14 00:45:26,2025-06-14 00:45:47.324322,2025-06-14 00:46:02.011574,2025-06-14 00:48:42.870843,2025-06-14 00:48:48.634791,2025-06-14 00:49:36.895278,N10,N18,157.6,R3,done
5995,2025-06-14 16:58:02,2025-06-14 16:58:13.802026,2025-06-14 16:58:22.221142,2025-06-14 17:00:10.154345,2025-06-14 17:00:16.170115,2025-06-14 17:00:54.212796,N05,N03,105.7,R5,done
5996,2025-06-14 03:16:01,2025-06-14 03:16:45.826986,2025-06-14 03:17:02.406264,2025-06-14 03:18:01.223727,2025-06-14 03:18:05.559963,2025-06-14 03:18:58.447398,N18,N03,53.2,R4,done
5997,2025-06-14 13:27:04,2025-06-14 13:28:18.812237,2025-06-14 13:28:29.619222,2025-06-14 13:30:21.418529,2025-06-14 13:30:26.962598,2025-06-14 13:31:16.615693,N14,N18,97.4,R4,done
5998,2025-06-14 15:40:12,2025-06-14 15:40:40.779835,2025-06-14 15:40:43.814311,2025-06-14 15:41:25.858787,2025-06-14 15:41:30.259055,2025-06-14 15:42:33.326721,N06,N03,40.3,R3,done
5999,2025-06-14 14:55:58,2025-06-14 14:58:12.559347,2025-06-14 14:58:23.442629,2025-06-14 14:59:44.776129,2025-06-14 14:59:48.765387,2025-06-14 15:01:02.822248,N01,N07,79.1,R6,done
6000,2025-06-14 00:12:41,2025-06-14 00:14:07.430847,2025-06-14 00:14:12.739274,2025-06-14 00:15:22.906165,2025-06-14 00:15:28.411803,2025-06-14 00:16:35.507413,N10,N16,65.6,R3,done
6001,2025-06-14 08:19:08,2025-06-14 08:19:30.808289,2025-06-14 08:19:37.607207,2025-06-14 08:21:08.152610,2025-06-14 08:21:11.635593,2025-06-14 08:23:30.050989,N04,N02,88.4,R4,done
6002,2025-06-14 20:51:01,2025-06-14 20:52:43.836945,2025-06-14 20:52:56.941689,2025-06-14 20:54:02.760428,2025-06-14 20:54:09.154555,2025-06-14 20:54:52.005565,N10,N13,57.7,R1,done
6003,2025-06-14 15:07:12,2025-06-14 15:08:46.801182,2025-06-14 15:08:56.396520,2025-06-14 15:11:09.378836,2025-06-14 15:11:14.714568,2025-06-14 15:12:34.160040,N04,N08,131.6,R3,done
6004,2025-06-14 22:29:36,2025-06-14 22:30:24.336106,2025-06-14 22:30:32.721381,2025-06-14 22:32:41.061899,2025-06-14 22:32:45.195790,2025-06-14 22:33:34.780195,N10,N05,121.5,R1,done
6005,2025-06-14 17:09:43,2025-06-14 17:10:42.363961,2025-06-14 17:10:57.779801,2025-06-14 17:12:41.213778,2025-06-14 17:12:43.217837,2025-06-14 17:13:57.892148,N05,N08,97.3,R5,cancelled
6006,2025-06-14 11:55:44,2025-06-14 11:55:58.023941,2025-06-14 11:56:03.489984,2025-06-14 11:58:11.694964,2025-06-14 11:58:18.254591,2025-06-14 11:58:47.723038,N15,N05,110.4,R6,done
6007,2025-06-14 10:49:04,2025-06-14 10:49:53.747054,2025-06-14 10:50:05.881650,2025-06-14 10:51:08.940426,2025-06-14 10:51:16.075258,2025-06-14 10:52:24.075413,N17,N18,58.9,R5,done
6008,2025-06-14 16:57:54,2025-06-14 16:58:08.868028,2025-06-14 16:58:22.063148,2025-06-14 16:59:15.065327,2025-06-14 16:59:17.146465,2025-06-14 17:00:32.753801,N15,N16,48.2,R4,done
6009,2025-06-14 11:23:55,2025-06-14 11:25:13.113766,2025-06-14 11:25:24.528785,2025-06-14 11:27:25.216370,2025-06-14 11:27:28.971077,2025-06-14 11:28:33.566335,N03,N07,117.6,R5,done
6010,2025-06-14 15:08:50,2025-06-14 15:09:22.292781,2025-06-14 15:09:29.154017,2025-06-14 15:11:34.823392,2025-06-14 15:11:38.035632,2025-06-14 15:12:42.357726,N07,N18,116.3,R1,done
6011,2025-06-14 14:39:29,2025-06-14 14:40:12.523460,2025-06-14 14:40:19.046257,2025-06-14 14:41:39.476824,2025-06-14 14:41:42.249041,2025-06-14 14:42:23.980465,N06,N02,74.8,R3,done
